Source; Target; Type
537;316; directed
1402;858; directed
351;839; directed
1167;685; directed
678;397; directed
537;41; directed
397;678; directed
473;678; directed
678;397; directed
494;180; directed
397;678; directed
709;1381; directed
352;1364; directed
678;397; directed
494;497; directed
494;497; directed
522;31; directed
1364;352; directed
397;678; directed
912;461; directed
522;790; directed
1364;1411; directed
494;1112; directed
1235;1236; directed
912;547; directed
912;483; directed
678;397; directed
912;949; directed
113;769; directed
397;678; directed
873;918; directed
912;40; directed
1235;1236; directed
31;522; directed
1235;1236; directed
1338;1233; directed
1189;392; directed
1366;1137; directed
1189;614; directed
1401;253; directed
1235;1236; directed
1366;494; directed
494;1366; directed
1289;1401; directed
1235;1236; directed
953;102; directed
1235;1236; directed
1235;911; directed
497;494; directed
497;494; directed
1230;703; directed
1088;1364; directed
1235;1025; directed
1235;1373; directed
1366;494; directed
1020;969; directed
1037;575; directed
1372;1305; directed
1280;316; directed
1112;322; directed
1037;593; directed
1280;1373; directed
1280;678; directed
1112;494; directed
1421;1020; directed
651;393; directed
740;757; directed
651;393; directed
651;393; directed
651;393; directed
651;393; directed
1280;1005; directed
1234;1401; directed
1071;1065; directed
1280;1290; directed
769;1020; directed
1363;1392; directed
1234;1392; directed
260;834; directed
1031;782; directed
1280;61; directed
11;710; directed
123;96; directed
123;1401; directed
1309;678; directed
11;710; directed
11;1280; directed
1112;782; directed
1235;1005; directed
822;614; directed
822;497; directed
11;710; directed
798;31; directed
11;1117; directed
11;1117; directed
31;798; directed
11;1280; directed
11;1117; directed
11;833; directed
341;238; directed
11;1117; directed
1327;1420; directed
11;1117; directed
834;260; directed
11;1117; directed
941;1117; directed
1117;941; directed
941;1421; directed
11;1117; directed
11;174; directed
11;1117; directed
11;1117; directed
1401;1234; directed
544;591; directed
11;1117; directed
497;822; directed
1401;123; directed
11;1117; directed
941;41; directed
1043;757; directed
1392;1364; directed
11;1401; directed
11;1401; directed
1392;1363; directed
11;598; directed
1280;1282; directed
11;1280; directed
11;1401; directed
341;1096; directed
11;1401; directed
11;710; directed
123;1401; directed
1401;123; directed
11;1401; directed
1282;834; directed
159;638; directed
123;1401; directed
1233;123; directed
31;1210; directed
391;1294; directed
949;494; directed
1116;1294; directed
1116;855; directed
724;1259; directed
123;1233; directed
11;1401; directed
260;834; directed
67;1401; directed
1401;67; directed
1235;391; directed
1112;839; directed
1235;480; directed
1282;537; directed
11;1401; directed
1282;737; directed
616;102; directed
1235;480; directed
822;497; directed
341;238; directed
782;1031; directed
782;1112; directed
11;1401; directed
341;782; directed
1112;782; directed
1267;822; directed
1213;932; directed
1235;480; directed
11;1401; directed
822;1267; directed
11;1213; directed
1267;822; directed
822;1267; directed
67;1401; directed
467;1419; directed
11;1213; directed
1259;724; directed
593;1037; directed
1031;782; directed
724;1259; directed
641;962; directed
1112;822; directed
1043;1401; directed
782;1031; directed
1031;782; directed
8;1401; directed
782;1031; directed
8;1280; directed
1031;782; directed
1420;1327; directed
11;1401; directed
1420;174; directed
724;352; directed
113;769; directed
614;1025; directed
41;352; directed
782;1031; directed
877;1416; directed
753;902; directed
41;537; directed
614;822; directed
993;798; directed
8;1419; directed
822;614; directed
8;1419; directed
1112;822; directed
1235;614; directed
1327;1420; directed
614;822; directed
993;595; directed
41;1004; directed
11;1419; directed
1235;614; directed
1401;67; directed
993;1401; directed
11;1401; directed
993;992; directed
1235;614; directed
1401;993; directed
595;993; directed
575;1392; directed
67;1401; directed
822;614; directed
1065;1071; directed
1235;614; directed
1401;67; directed
1401;641; directed
67;1401; directed
11;1401; directed
614;822; directed
1401;67; directed
8;1401; directed
31;1394; directed
67;1401; directed
1235;614; directed
1112;822; directed
482;820; directed
1112;127; directed
733;604; directed
993;638; directed
49;822; directed
1031;782; directed
127;556; directed
414;996; directed
482;397; directed
993;314; directed
175;1422; directed
67;1401; directed
1071;1065; directed
1423;574; directed
993;1401; directed
1423;1166; directed
829;388; directed
1422;175; directed
174;1420; directed
1401;67; directed
393;651; directed
1401;67; directed
8;1422; directed
1401;993; directed
67;1401; directed
67;1401; directed
175;1422; directed
1401;67; directed
1401;67; directed
1004;41; directed
782;1031; directed
67;1401; directed
145;0; directed
127;301; directed
839;1112; directed
8;1422; directed
1422;175; directed
1065;1071; directed
67;1401; directed
175;1422; directed
639;1401; directed
1422;175; directed
175;1422; directed
641;1401; directed
822;1112; directed
1031;782; directed
301;127; directed
822;614; directed
127;737; directed
127;1112; directed
782;1031; directed
397;316; directed
145;0; directed
1031;782; directed
127;31; directed
127;235; directed
31;127; directed
782;1031; directed
1031;782; directed
822;1368; directed
678;1280; directed
678;1309; directed
1403;739; directed
127;31; directed
8;1049; directed
8;1422; directed
1338;821; directed
1412;1218; directed
1334;1358; directed
31;127; directed
782;1031; directed
918;873; directed
1043;1401; directed
821;1338; directed
855;1116; directed
8;1422; directed
421;385; directed
313;833; directed
1031;782; directed
1031;782; directed
1386;1312; directed
1338;821; directed
8;1422; directed
782;1031; directed
1031;782; directed
1218;1412; directed
1189;614; directed
190;1419; directed
1386;1312; directed
219;87; directed
1104;1408; directed
782;1031; directed
1189;392; directed
1031;782; directed
308;1420; directed
1412;1218; directed
568;1334; directed
1189;614; directed
392;1189; directed
1386;1312; directed
1031;782; directed
397;678; directed
782;1031; directed
1386;1312; directed
1422;175; directed
1401;641; directed
1375;713; directed
730;823; directed
732;1375; directed
1031;782; directed
353;397; directed
732;1259; directed
732;1375; directed
870;1312; directed
834;260; directed
8;1422; directed
782;1031; directed
870;1375; directed
1031;782; directed
175;1422; directed
996;414; directed
397;353; directed
842;284; directed
480;837; directed
732;1375; directed
782;1031; directed
678;397; directed
732;1301; directed
1422;175; directed
1424;996; directed
175;1422; directed
1152;474; directed
397;678; directed
732;937; directed
1301;337; directed
732;1301; directed
1422;175; directed
732;782; directed
8;1422; directed
175;1422; directed
349;625; directed
1189;392; directed
732;501; directed
1031;782; directed
1422;175; directed
175;1422; directed
8;1422; directed
1301;28; directed
996;1424; directed
349;625; directed
224;1280; directed
782;1031; directed
1031;782; directed
782;1031; directed
1152;474; directed
732;782; directed
1422;175; directed
175;1422; directed
1412;996; directed
424;1102; directed
732;1301; directed
306;188; directed
424;1401; directed
1424;996; directed
996;1412; directed
996;1424; directed
996;1424; directed
732;1425; directed
8;1422; directed
424;696; directed
8;1331; directed
1422;175; directed
732;474; directed
996;1412; directed
175;1422; directed
349;625; directed
1235;1412; directed
1422;175; directed
1401;639; directed
8;1422; directed
1031;782; directed
1401;67; directed
1401;424; directed
1235;175; directed
1401;67; directed
175;1422; directed
1426;1423; directed
1294;391; directed
1426;574; directed
1280;682; directed
67;1401; directed
1294;1116; directed
782;1031; directed
1235;175; directed
1031;782; directed
1412;996; directed
870;67; directed
66;1426; directed
8;1280; directed
1412;996; directed
66;1426; directed
8;1422; directed
1422;1291; directed
8;597; directed
1235;1412; directed
453;1126; directed
1235;175; directed
8;1422; directed
782;1031; directed
724;1259; directed
1031;782; directed
1235;175; directed
1259;724; directed
732;1301; directed
1235;175; directed
782;1031; directed
1031;782; directed
1235;175; directed
1401;67; directed
11;1280; directed
8;1280; directed
1235;175; directed
11;1117; directed
175;80; directed
11;1280; directed
67;1401; directed
724;1259; directed
8;1280; directed
732;927; directed
11;1280; directed
782;1031; directed
1235;175; directed
80;175; directed
1031;782; directed
175;80; directed
1280;1282; directed
11;1117; directed
732;927; directed
1301;175; directed
1280;1282; directed
1259;724; directed
480;1401; directed
11;1280; directed
1282;1280; directed
1301;644; directed
8;316; directed
1259;1282; directed
11;1117; directed
175;1301; directed
1290;1280; directed
80;175; directed
8;31; directed
117;192; directed
1282;1259; directed
1031;782; directed
8;1400; directed
1280;1282; directed
11;117; directed
1280;1290; directed
11;1280; directed
1282;1280; directed
11;1117; directed
301;117; directed
1280;1282; directed
782;1031; directed
1270;62; directed
696;424; directed
1031;782; directed
175;80; directed
782;1031; directed
11;1280; directed
41;1427; directed
11;1117; directed
1234;51; directed
414;996; directed
1235;768; directed
104;830; directed
996;414; directed
1307;41; directed
11;1280; directed
737;127; directed
11;1117; directed
11;1117; directed
41;1307; directed
41;134; directed
11;1117; directed
1307;41; directed
41;1307; directed
870;67; directed
1025;614; directed
104;830; directed
11;1117; directed
1325;1425; directed
11;1117; directed
341;1301; directed
1428;1280; directed
11;1117; directed
732;127; directed
545;531; directed
545;541; directed
1235;543; directed
1325;1267; directed
11;1117; directed
703;1422; directed
644;1301; directed
1374;739; directed
1325;1267; directed
1235;543; directed
2;1109; directed
732;127; directed
834;1282; directed
732;543; directed
11;1117; directed
834;1188; directed
2;256; directed
11;1117; directed
1235;543; directed
823;730; directed
737;127; directed
724;1259; directed
1235;543; directed
732;543; directed
732;127; directed
1259;724; directed
732;127; directed
732;127; directed
1235;543; directed
1394;31; directed
922;543; directed
1235;543; directed
1394;993; directed
823;773; directed
705;127; directed
543;922; directed
732;474; directed
732;127; directed
11;1117; directed
192;117; directed
1394;703; directed
1235;543; directed
798;993; directed
732;474; directed
1235;543; directed
352;644; directed
1394;703; directed
1003;127; directed
1235;543; directed
1218;1412; directed
732;474; directed
604;316; directed
1235;543; directed
352;724; directed
8;597; directed
724;1259; directed
724;352; directed
703;1394; directed
1235;543; directed
703;1394; directed
119;117; directed
1259;644; directed
62;1270; directed
1235;543; directed
62;1109; directed
644;1259; directed
1235;543; directed
902;1293; directed
1259;724; directed
644;352; directed
1259;644; directed
732;127; directed
127;737; directed
732;127; directed
705;127; directed
1372;1282; directed
1235;705; directed
1372;1294; directed
705;1396; directed
705;1396; directed
1372;1282; directed
531;545; directed
127;705; directed
732;127; directed
705;127; directed
1372;1294; directed
127;705; directed
724;1259; directed
732;127; directed
922;543; directed
705;127; directed
1294;1372; directed
18;1429; directed
732;474; directed
541;545; directed
